Image,x,y,Latitude,Longitude,L,A,B,has_text
IMG747.jpeg,16.540327,18.382593,49.019438888888885,12.09848888888889,52.64900363766911,-2.174827818450853,13.231320784500776,No
IMG1002.jpeg,-3.4361074,-38.546444,49.02151111111111,12.11008611111111,41.23945177837492,2.616653963080723,-2.2722199850870983,No
IMG4.jpeg,29.213333,-26.45566,48.13009722222223,11.570280555555556,45.71371984931198,6.3251353270903365,11.73837221803764,No
IMG1452.jpeg,38.476284,-25.711462,49.01914722222222,12.095819444444444,43.86961269607542,13.101629654229342,18.313678060411853,No
IMG317.jpeg,-16.205704,48.99516,49.0205,12.101483333333332,50.2479963457711,2.708549968344909,-12.701292146804978,No
IMG602.jpeg,27.846212,25.115482,49.018975,12.099608333333334,63.04223601226276,2.379235363207,-11.0300372320689,No
IMG1147.jpeg,22.63859,4.8465915,49.02084444444444,12.09825,48.40972185809333,4.112575943889918,10.796700792818337,No
IMG1517.jpeg,36.850967,-9.443593,49.01996111111111,12.094033333333334,53.73942931990376,14.319542942154984,12.865011499504252,No
IMG252.jpeg,27.912786,-37.064518,49.02075833333333,12.101702777777778,54.62667803252623,-3.329194834675253,-7.85037859770441,No
IMG481.jpeg,-34.862633,22.523916,49.018794444444445,12.101816666666666,56.35420179234988,5.64055643138528,-1.5803732926611411,No
IMG878.jpeg,-38.64403,0.5568894,49.019730555555554,12.097016666666669,52.13935934799802,4.900237788898753,9.137424023729125,No
IMG897.jpeg,26.204561,-21.120932,49.01995555555556,12.096236111111113,41.939689032582194,-1.3287115141185637,10.96201846611712,No
IMG1281.jpeg,4.0669036,15.375556,49.01915277777778,12.095733333333332,56.169959593451466,2.797936993449268,17.79707303797884,No
IMG194.jpeg,-29.112022,16.429676,49.021877777777775,12.10206111111111,50.83555240998032,12.5848110222877,9.77296386214146,No
IMG1405.jpeg,8.377164,22.312162,49.01914722222222,12.095819444444444,65.71730794976074,0.7759425341362092,18.88435340280783,Yes
IMG340.jpeg,-8.974556,30.516722,49.020155555555554,12.101852777777776,57.829623165397166,2.440529474793673,-6.370393198482938,No
IMG710.jpeg,-13.312753,29.037098,49.01945555555555,12.098588888888887,44.005675410002894,7.494585252544372,-2.301281255521115,No
IMG1055.jpeg,-18.3303,-15.91231,49.020675,12.10676111111111,46.98287659786912,4.946445540438605,-5.112768669979007,Yes
IMG19.jpeg,25.403883,29.026134,48.130047222222224,11.57033611111111,48.48623956040987,8.13675923575058,8.015995386647678,No
IMG1540.jpeg,23.90527,-23.413908,49.01978611111111,12.099908333333332,42.58160946015808,0.7740871938428651,1.5524761786248176,No
IMG205.jpeg,-21.264841,-3.000042,49.02131666666666,12.101858333333332,63.37199475873507,-2.3342876063672247,-4.357822209075679,No
IMG655.jpeg,-22.773834,23.71284,49.018975,12.09960277777778,57.25685538631059,7.226136908088431,3.871902448723952,No
IMG1110.jpeg,2.7039912,32.939854,49.021275,12.103083333333332,55.20545096834505,-0.0263848379206677,2.4218952374008174,No
IMG985.jpeg,15.7977295,-18.49377,49.02144166666667,12.107402777777777,47.31959387668471,4.286811334151041,-2.2052630367141117,No
IMG1239.jpeg,18.34594,12.948892,49.01916944444445,12.095691666666667,48.77114256133474,3.6111031161711327,14.272907535857737,No
IMG1393.jpeg,32.965046,-12.760493,49.01914722222222,12.095819444444444,53.94686522066769,2.3462835604760035,9.958648444928464,No
IMG439.jpeg,22.974497,16.548512,49.019080555555554,12.102175,55.64631468658776,1.2883153665536606,8.921559211604514,Yes
IMG593.jpeg,15.530961,23.124731,49.01552222222222,12.094611111111112,52.06417905424,9.43077074051446,10.89893277245979,No
IMG1043.jpeg,-46.433403,-9.935234,49.020694444444445,12.106755555555557,45.70574866019557,1.774162262217327,3.7811364933627134,No
IMG706.jpeg,26.07382,-42.41933,49.01946944444445,12.0984,52.74527326406066,-0.1745262177405004,-0.6711880267890935,No
IMG356.jpeg,-29.038183,3.906672,49.02010277777778,12.10158888888889,52.227678957899656,1.705239187792973,-5.546208257630192,No
IMG1413.jpeg,24.834152,39.0462,49.01914722222222,12.095819444444444,42.24994383055926,5.9254307258626016,-7.450874511065719,Yes
IMG1106.jpeg,30.12458,-35.474434,49.02123888888889,12.1031,55.677084513034856,-0.530683126828857,-5.042526855305063,No
IMG643.jpeg,3.50233,-5.7766213,49.01896944444445,12.09951388888889,53.14282491689927,0.41545561998102,10.499349561824678,No
IMG213.jpeg,-34.69918,23.649345,49.02128611111111,12.101844444444444,53.43498633338383,2.2997789145898784,-8.993430540893987,No
IMG1556.jpeg,-14.80289,-1.2601073,49.02003888888889,12.100430555555556,58.69674301885711,8.349746246399226,4.298546976235218,No
IMG1385.jpeg,2.9643295,18.269045,49.01914722222222,12.095819444444444,67.25557312721381,-0.4905599550730777,15.49103266305474,Yes
IMG839.jpeg,19.163942,-31.584047,49.01866666666667,12.097422222222225,57.34725262360679,11.147484073190215,1.181956643179527,No
IMG993.jpeg,-22.990412,10.670313,49.02141944444444,12.108819444444444,50.71005980730814,5.026350950036229,-14.321818532543308,No
IMG585.jpeg,-21.41699,12.331222,49.01552222222222,12.094611111111112,60.81729985286208,2.129812003068554,7.305660004819825,No
IMG301.jpeg,25.088522,-33.34143,49.02075277777778,12.101522222222222,58.17215637569304,0.8644579813914532,-9.341938167988896,No
IMG1444.jpeg,41.17577,1.9737787,49.01914722222222,12.095819444444444,43.54034019276942,0.5990961930912864,9.063253094576996,No
IMG1014.jpeg,-24.867716,21.993845,49.02045555555556,12.108616666666666,58.326386530300994,5.424647045278952,1.375601619244482,No
IMG751.jpeg,8.835628,-32.4919,49.019444444444446,12.098447222222225,61.19903106968201,-0.923387407069376,45.73905739267886,No
IMG58.jpeg,-2.687164,25.88476,49.021927777777776,12.103552777777775,46.6728607943199,4.154872198961323,24.829888727546667,No
IMG244.jpeg,-30.250427,19.309685,49.02074722222222,12.101677777777777,40.09478601567123,5.156278434685357,-16.948652906817262,No
IMG1501.jpeg,26.680038,11.120142,49.01901111111111,12.09270277777778,45.83797200061861,0.5752095807986524,3.3489395681564726,No
IMG1151.jpeg,-33.44714,12.482928,49.02086388888889,12.097730555555556,48.06030510965656,9.516310234000455,9.818457993766197,No
IMG614.jpeg,43.549747,14.75635,49.01899722222222,12.099372222222224,45.36963100539228,0.795986074606847,-0.9771406169907236,No
IMG1278.jpeg,-34.359325,-3.2266917,49.01916388888889,12.09562777777778,49.68720598124372,1.1177052568473456,8.427094558894854,No
IMG1628.jpeg,21.95999,-34.743614,49.01991666666667,12.100488888888888,49.20802375150758,1.0145031348430256,5.938635281285354,No
IMG497.jpeg,-24.587381,18.068338,49.01866111111111,12.101766666666666,52.71026100639541,7.93046777416373,3.559510570477764,No
IMG182.jpeg,58.09872,-21.48108,49.02175555555556,12.102175,38.21700092956585,1.8095827032755247,-0.0014415503540421,Yes
IMG478.jpeg,35.27307,19.014992,49.0188,12.101819444444445,48.71409524882317,-2.4702411312260697,-0.2313513803349653,Yes
IMG1297.jpeg,-2.086111,12.476182,49.01912222222222,12.095927777777778,52.23207673596785,3.802270011250553,26.618081293268403,No
IMG881.jpeg,13.776684,-19.897087,49.01971388888889,12.096911111111112,63.26803941234975,-2.50790601821671,-6.789108278150691,No
IMG1080.jpeg,2.7828267,1.6828961,49.020916666666665,12.105569444444445,59.3906054283963,10.095877029571266,0.1733971870980344,No
IMG395.jpeg,8.754694,-11.571495,49.019463888888886,12.102019444444444,58.51200933404148,10.701901943807378,5.229716870139312,No
IMG680.jpeg,-29.771925,23.039286,49.019525,12.098591666666668,64.76883722462486,2.2352368975481207,-2.7371038081888344,Yes
IMG1595.jpeg,20.235367,-29.42933,49.01999166666666,12.100455555555556,60.52231030947596,12.937101474949031,1.927649346021876,No
IMG23.jpeg,-4.1637087,-0.96785015,49.02036944444444,12.101744444444444,49.54351936037871,2.9334467445892853,-11.40735307485876,Yes
IMG1346.jpeg,-4.857842,18.005917,49.01914722222222,12.095819444444444,58.45796529461694,8.901517386771307,22.323621834342354,No
IMG403.jpeg,9.4662,-28.511189,49.019302777777774,12.10197222222222,53.25396219141861,9.96756944705851,5.58857294560533,No
IMG950.jpeg,-21.814224,9.51113,49.02016388888889,12.097433333333331,56.012999274357895,-2.305886826305281,-7.471633690417767,No
IMG815.jpeg,-27.113825,12.681884,49.01899722222222,12.097994444444446,45.72970875838046,16.334700020310176,7.772265322790506,No
IMG1203.jpeg,3.4083986,9.4107895,49.01995555555556,12.095025,43.4998512255054,0.7739297660726563,-9.288806804093564,No
IMG546.jpeg,29.40502,-31.794937,49.01883055555555,12.100638888888888,46.86053532365442,-1.4142425212824716,-2.998988994106821,No
IMG116.jpeg,-28.11422,32.879265,49.02157222222222,12.102616666666666,60.58655527542223,4.602344631927102,-19.34044180972849,No
IMG1487.jpeg,28.319717,-1.9232053,49.018988888888885,12.09257777777778,49.51608121586969,0.6135950317069927,5.78887811530322,Yes
IMG638.jpeg,20.517435,23.634584,49.01898055555556,12.099422222222223,46.87287949116119,3.067498756651465,6.735760166752192,No
IMG792.jpeg,-19.970259,54.796852,49.019241666666666,12.098044444444444,57.20452436687023,3.754902214312628,2.5639945883534576,No
IMG268.jpeg,-46.64463,6.885521,49.02056388888889,12.101619444444443,51.39501565314983,-4.043345121237385,-6.315090832904224,No
IMG74.jpeg,14.34755,1.2419599,49.02184722222222,12.103258333333333,52.21010665907484,0.9504793146543068,-0.2742459584978318,No
IMG1038.jpeg,-16.644222,25.742828,49.02056944444444,12.107622222222222,55.5410825814089,1.880901265705448,-0.5410366947689038,No
IMG287.jpeg,-18.6114,-1.3684634,49.02072222222222,12.101527777777775,56.47148390116924,2.4877742823467,-13.082276119790029,No
IMG1192.jpeg,-32.22689,24.547731,49.0209,12.094922222222223,59.19778028079256,4.7314420762232245,11.865430013006062,No
IMG907.jpeg,1.3349375,27.412973,49.02004166666666,12.096416666666666,41.77649190919722,22.91154043634619,19.316041543395425,Yes
IMG1311.jpeg,12.54311,11.884848,49.01913333333333,12.095866666666668,39.46946191808544,3.743305648676421,17.930968714254814,No
IMG454.jpeg,10.748954,9.035533,49.01900833333333,12.102038888888888,56.91042649435913,5.859980823300692,2.747800080444951,No
IMG141.jpeg,2.7952924,15.03195,49.02167222222222,12.10228888888889,70.84410687720579,-0.1840223319188871,6.28416120355153,No
IMG1604.jpeg,19.619007,-23.747984,49.01995,12.1005,38.50261067502641,18.285979376966637,10.805482833479164,No
IMG1254.jpeg,-7.072902,-20.442547,49.01913333333333,12.095866666666668,52.5347454527913,-3.939917594810438,27.346530629401244,No
IMG511.jpeg,-17.042875,5.278276,49.018816666666666,12.101238888888888,54.95674545738251,4.341652170015642,0.966088168281698,No
IMG842.jpeg,58.493813,-19.98429,49.01882222222222,12.096983333333334,53.6104763592512,2.956259562519936,6.55341624311816,No
IMG784.jpeg,-19.592451,38.604225,49.019475,12.098175,57.8253224711128,7.711842532015567,6.463549126761059,No
IMG1491.jpeg,21.957567,29.024078,49.01893888888889,12.092594444444446,50.02014582436144,-0.7585195122619126,5.908968563691919,No
IMG1184.jpeg,7.5284863,8.404985,49.021,12.096533333333332,34.363540084587314,21.975822387855448,20.695768286415085,No
IMG291.jpeg,-18.834932,-2.3706594,49.020725,12.101533333333332,57.13927028864214,-0.3778981284063287,-9.20512444278476,No
IMG62.jpeg,0.13667282,-4.1274643,49.02189166666667,12.103441666666669,46.47463323760656,14.1534910751433,12.432789495507768,No
IMG442.jpeg,-29.095356,-36.431984,49.01909722222222,12.102116666666666,54.4744677097101,-0.3328560515196699,7.170443943183336,No
IMG1307.jpeg,21.193602,-28.626755,49.01911944444444,12.095941666666668,59.87541547631861,8.8549352776095,16.37367402022134,No
IMG911.jpeg,22.356009,-25.090643,49.020066666666665,12.096366666666666,52.41557295325131,12.324441177570478,12.068666435349297,No
IMG854.jpeg,-25.065283,24.317537,49.01900555555555,12.097002777777778,49.97043442596785,8.969441577709848,11.39195879948478,No
IMG507.jpeg,-8.735221,39.154728,49.01878611111111,12.10122222222222,50.92111097439292,2.09285686203764,1.3680107063171798,No
IMG1242.jpeg,17.563692,23.199944,49.01911666666667,12.09595,44.715001795377766,1.890253544435672,12.60087936148312,No
IMG1612.jpeg,30.458294,-22.690928,49.01991666666667,12.100516666666666,51.20153471415084,2.651652846912489,7.715613962313927,No
IMG157.jpeg,30.42787,-34.953327,49.021655555555554,12.102044444444443,58.64424926378578,1.475172643494782,2.928140044154759,No
IMG383.jpeg,22.986616,13.297296,49.019894444444446,12.10191388888889,38.91112147822896,3.226810447167272,-1.430066759721493,No
IMG679.jpeg,-9.423046,9.444411,49.01831944444445,12.091355555555555,52.98647776636852,12.125060217429208,22.78012464288165,No
IMG1096.jpeg,-25.57878,-8.8046465,49.021052777777776,12.104233333333331,62.65476148602899,-7.611321699613982,-5.529400309583932,Yes
IMG229.jpeg,-12.754391,15.452604,49.021033333333335,12.101813888888888,61.95219782240291,9.9765949679107,-3.4362514819921586,No
IMG35.jpeg,2.6280003,-10.306515,49.0219,12.104347222222222,55.404520249434654,1.5729527231814755,-3.0860482570540304,No
IMG1079.jpeg,-16.847363,-13.194405,49.02090833333333,12.105569444444445,50.68489419245326,2.517380335767483,3.9906562367908016,No
IMG1583.jpeg,-25.01043,-5.710869,49.02023611111111,12.100441666666669,58.20626989626406,1.1120735434162476,4.001507328765452,No
IMG1429.jpeg,19.585915,19.72035,49.01914722222222,12.095819444444444,44.01343381100745,4.402631161100956,10.442645421049413,No
IMG696.jpeg,26.85474,-40.555668,49.01951111111111,12.098375,51.29073159061281,-0.4632775010300904,-8.189848536761835,No
IMG946.jpeg,-10.019172,-9.3419285,49.02008333333333,12.097377777777778,54.54465623223911,11.916378414664862,6.366106971813568,No
IMG415.jpeg,-12.492814,-6.814519,49.01927222222222,12.101980555555556,47.9873816947974,15.440726719048614,10.455654167568184,No
IMG1350.jpeg,23.12487,22.399847,49.01914722222222,12.095819444444444,45.61601048127039,0.9214925162865372,7.858762549403764,Yes
IMG1645.jpeg,-21.989353,21.19795,49.01987777777778,12.100533333333331,49.95588368546126,12.062360046667552,12.040195358568017,No
