country,exportTo,exportValue,latOrig,lngOrig,latExp,lngExp
Sweden,Lithuania,664567499.974764,62.77535346560089,16.75789887873426,55.336981484456935,23.900289951659875
Sweden,Latvia,1887363801.06684,62.77535346560089,16.75789887873426,56.85393344782506,24.927364624687485
Sweden,Kyrgyzstan,158969139.001865,62.77535346560089,16.75789887873426,41.46452417737251,74.5561862132607
Sweden,Kazakhstan,3896241763.36713,62.77535346560089,16.75789887873426,48.16396370170779,67.28831285194073
Sweden,Mongolia,441329420.796335,62.77535346560089,16.75789887873426,46.84033950983599,103.07182057984232
Sweden,Netherlands,155636448.580909,62.77535346560089,16.75789887873426,52.26788311352351,5.587023989962794
Sweden,Norway,13432786869.8982,62.77535346560089,16.75789887873426,62.10718165385642,10.44571778762242
Sweden,Romania,625890374.187723,62.77535346560089,16.75789887873426,45.83920546239508,24.98442805523633
Sweden,Serbia,206147326.171342,62.77535346560089,16.75789887873426,44.0317588201986,20.80564899098689
Sweden,Russian Federation,87552629413.1138,62.77535346560089,16.75789887873426,61.995078654340304,96.70029935507075
Sweden,Poland,2506420733.46837,62.77535346560089,16.75789887873426,52.12427557416756,19.40090075045038
Sweden,Svalbard and Jan Mayen,1006946059.71574,62.77535346560089,16.75789887873426,78.8290977023134,18.245710600446028
Sweden,Ukraine,2556379360.16,62.77535346560089,16.75789887873426,49.01577491000346,31.390482427728
Sweden,Slovakia,304396042.321341,62.77535346560089,16.75789887873426,48.7074513834691,19.48484119232824
Sweden,Türkiye,592676425.006419,62.77535346560089,16.75789887873426,39.06054864637008,35.173145714521034
Sweden,United Kingdom,815947515.490826,62.77535346560089,16.75789887873426,54.15555758099447,-2.896135852060783
Sweden,Uzbekistan,215396985.674598,62.77535346560089,16.75789887873426,41.76138065418332,63.16219743986578
Sweden,China,1054827793.43781,62.77535346560089,16.75789887873426,36.569851341711335,103.91702289557536
Sweden,North Pacific Ocean,439177246.718732,62.77535346560089,16.75789887873426,20.39638043169753,-138.3933510973343
Sweden,Mediterranean Region,771931013.572458,62.77535346560089,16.75789887873426,35.045423020618564,17.9973710365129
Sweden,Baltic Sea,5115436706.33916,62.77535346560089,16.75789887873426,58.78477731657027,19.221152702521785
Sweden,North Atlantic Ocean,6860885264.79345,62.77535346560089,16.75789887873426,31.77621229620658,-40.24757688973919
Sweden,Arctic Ocean,45409700684.4215,62.77535346560089,16.75789887873426,79.1479217671108,-3.285683531137061
Sweden,Caspian Sea,122435508.534721,62.77535346560089,16.75789887873426,41.76055465953741,50.796437115631306
Somalia,Angola,688289411.947281,6.06323877961878,45.86797365769323,-12.296453484204058,17.54868775751044
Somalia,Afghanistan,455809269.842366,6.06323877961878,45.86797365769323,33.83158993403978,66.02671001579297
Somalia,Bangladesh,2833895778.53736,6.06323877961878,45.86797365769323,23.832903965454467,90.27888423957384
Somalia,Burundi,242333943.449776,6.06323877961878,45.86797365769323,-3.366485623176696,29.890527191949555
Somalia,Bhutan,766724914.01931,6.06323877961878,45.86797365769323,27.38998665727504,90.44838953862808
Somalia,Central African Republic,6117270543.02565,6.06323877961878,45.86797365769323,6.575386332419616,20.48545420418057
Somalia,Congo,3231137019.18295,6.06323877961878,45.86797365769323,-0.8287800549823657,15.241283225659094
Somalia,Democratic Republic of The Congo,46020771910.6954,6.06323877961878,45.86797365769323,-2.8768890294350187,23.65599115684932
Somalia,Cameroon,4539736940.43606,6.06323877961878,45.86797365769323,5.692053822994344,12.74482878108684
Somalia,Eritrea,270026596.705158,6.06323877961878,45.86797365769323,15.381793541450437,38.840780813511046
Somalia,Ghana,129003224.571034,6.06323877961878,45.86797365769323,7.966108487957985,-1.2060301927522723
Somalia,Gabon,4325279095.37328,6.06323877961878,45.86797365769323,-0.6252422765322024,11.788833099867896
Somalia,Ethiopia,41623317683.207,6.06323877961878,45.86797365769323,8.630270127126032,39.6354810001928
Somalia,Equatorial Guinea,1169401310.7938,6.06323877961878,45.86797365769323,1.702628515803319,10.332736242694244
Somalia,Indonesia,232334953.618562,6.06323877961878,45.86797365769323,-2.22628273419253,117.27447588463218
Somalia,India,59661235218.8133,6.06323877961878,45.86797365769323,22.314902832527373,79.44289028732973
Somalia,Iraq,124524320.421627,6.06323877961878,45.86797365769323,33.04684766583801,43.77453531101283
Somalia,Iran,952735286.536414,6.06323877961878,45.86797365769323,32.56443118724894,54.30100636263344
Somalia,Laos,426483550.413529,6.06323877961878,45.86797365769323,18.506192377829453,103.76775377639964
Somalia,Sri Lanka,567252676.873349,6.06323877961878,45.86797365769323,7.624433349439007,80.70024444524529
Somalia,Kenya,12576409662.4078,6.06323877961878,45.86797365769323,0.5340153825477173,37.86033937437124
Somalia,Cambodia,252104788.36747,6.06323877961878,45.86797365769323,12.708654426807373,104.9201687810775
